#{"t_start": 1764241408.700037, "env_id": "CityDrone-v0"}
r,l,t
512.85,3,95.004267
-29.626192,8,95.012996
-39.275426,5,95.018518
2.376926,18,95.038495
-39.311388,10,95.049373
-29.2,4,95.053846
-64.633722,35,95.091168
-99.072883,32,95.125104
513.63034,11,95.136904
-50.05,1,95.138338
-27.501476,7,95.14599
-18.55898,12,95.158921
0.994289,25,95.185466
-9.773704,11,95.197531
-50.05,1,95.198949
565.35,13,95.212572
510.36068,40,95.255467
4.609855,24,95.281425
0.631015,17,95.299818
548.411289,18,95.318999
542.35,13,95.332869
-31.386187,26,95.360927
-4.509779,15,95.376758
-20.98747,9,95.386581
508.961626,21,95.408921
2.46282,14,95.424771
521.363203,17,95.443126
-29.834379,7,95.451308
-48.133632,17,95.469637
527.8,4,95.47417
-16.149451,21,95.496623
-5.222956,15,95.512457
-32.730327,13,95.526509
-11.259851,12,95.539621
-16.825001,30,95.571948
6.405418,14,95.590344
-51.1,2,95.592982
520.311388,10,95.603875
-63.646069,15,95.643808
-86.398467,82,95.739757
-30.375001,11,95.752686
-50.05,1,95.754511
-86.907417,49,95.817033
0.339406,13,95.837394
-38.531257,14,95.855858
566.608771,48,95.932276
-7.5,30,95.967736
-44.583334,9,95.977535
445.711388,42,96.022313
-49.005711,25,96.050721
-9.749284,16,96.067956
518.761289,31,96.103296
-53.083809,48,96.15571
-18.041586,6,96.162237
2.571308,32,96.198344
-40.873074,3,96.202176
-3.623597,16,96.219747
-48.076926,6,96.226537
-19.940661,6,96.233132
-52.871065,22,96.258398
10.337473,31,96.292378
-36.55554,32,96.327255
-53.766368,11,96.34036
-4.758525,11,96.353152
-50.05,1,96.354683
3.812111,28,96.385005
-39.092136,49,96.440124
-53.848301,15,96.457006
-38.750622,20,96.478802
-24.0467,15,96.497366
-16.155519,9,96.506908
-51.1083,15,96.522457
-22.743629,7,96.530164
-50.05,1,96.531634
-21.041729,6,96.538976
-44.572477,12,96.552177
-44.7265,65,96.623032
-125.443471,52,96.679364
-68.27207,20,96.701905
-23.895244,15,96.717625
-55.75,15,96.733521
-52.15,3,96.737114
-38.34405,6,96.743711
3.276926,20,96.764973
-7.052278,33,96.859462
-25.138347,6,96.867316
-26.03188,6,96.87467
19.615714,36,96.915349
-50.05,1,96.917076
-24.322244,7,96.933602
-23.334854,7,96.944631
471.145098,47,97.015897
-32.634379,13,97.036948
8.209564,11,97.0571
-0.11039,15,98.287881
8.680465,29,98.318807
26.400902,29,98.351147
1.450394,40,98.394
-50.05,1,98.395448
575.555339,76,98.488599
-27.571068,10,98.499439
-26.547787,8,98.508291
-135.836051,108,98.623945
33.36171,32,98.65781
-27.901387,10,98.668631
-50.038496,19,98.688972
-865.030641,311,99.022018
527.965528,13,99.036942
-86.442453,45,99.085228
-29.844661,14,99.100486
-69.48034,46,99.14964
541.85,43,99.195051
-57.9417,6,99.201841
-26.619917,12,99.238468
-7.152278,45,99.290462
13.12139,22,99.315148
-18.947375,11,99.329519
2.109855,24,99.358409
-50.05,1,99.359904
-67.661796,44,99.412588
-49.814379,14,99.432337
-27.613047,8,99.441638
-50.05,1,99.443198
2.871308,26,99.473555
9.843991,17,99.496376
-23.071678,8,99.505275
-15.754939,25,99.532503
-37.083809,68,99.613108
-93.931143,19,99.63352
-27.672244,14,99.648597
10.228431,12,99.661405
-18.894169,20,99.682598
525.7,6,99.689165
-50.05,1,99.690588
-50.05,1,99.69201
-31.144661,10,99.703125
6.169906,20,99.723952
-44.1,2,99.726395
540.7,106,99.839733
-9.322561,20,99.860962
-71.65,33,99.896939
12.517135,26,99.924891
-17.071077,7,99.9327
-60.67169,97,100.039141
-35.802186,18,100.058939
-26.778136,7,100.066886
0.547722,21,100.088905
-23.376586,12,100.101677
-29.360189,12,100.114452
-53.26966,19,100.135231
-41.843311,16,100.15296
-26.107037,11,100.164911
-30.315729,12,100.178154
-97.894661,305,100.887221
-139.533632,35,100.930752
